Temp_1,PO4_1,NH4_1,NO3_1,CBOD_1,alga_1,DO_1,Temp_2,PO4_2,NH4_2,NO3_2,CBOD_2,alga_2,DO_2,TAIR,WIND,Q_out,Elevation,CHLA
13.69727808,0.8313921,0.84237516,0.868428,3.87165636,0.12771,5.49153,16.56415023,0.015444,0.123552,10.19304,3.0888,0.15444,14.20848,-7.32,1.1317778,1.54321,1289.7596,0.302
13.51117906,0.8313921,0.84237516,0.868428,3.87165636,0.12771,5.49153,16.33910026,0.015444,0.123552,10.19304,3.0888,0.15444,14.20848,-1.56,0.8231112,1.54321,1289.9344,0.259
46.4033413,2.13562596,11.47430232,2.964936,27.730872,0.87204,17.87682,56.11566854,0.052728,0.369096,43.395144,15.8184,1.05456,46.92792,-1.28,0,2.554278,1290.4074,0.25
46.66207556,2.13562596,11.47430232,2.964936,27.730872,0.87204,17.87682,56.4285565,0.052728,0.369096,43.395144,15.8184,1.05456,46.92792,1.2,0.5144444,2.554278,1291.3236,0.321
47.36073657,2.13562596,11.47430232,2.964936,27.730872,0.87204,17.87682,57.27344888,0.052728,0.369096,43.395144,15.8184,1.05456,46.92792,1.04,0,2.554278,1292.222,0.494
48.31010908,2.13562596,11.47430232,2.964936,27.730872,0.87204,17.87682,58.42152726,0.052728,0.369096,43.395144,15.8184,1.05456,46.92792,1.36,1.8520002,2.554278,1293.0906,0.554
49.19277053,2.13562596,11.47430232,2.964936,27.730872,0.87204,17.87682,59.4889318,0.052728,0.369096,43.395144,15.8184,1.05456,46.92792,2.88,0.2057778,2.554278,1293.9434,0.571
58.34299412,2.99999648,10.85109558,5.54861164,54.6558896,0.850798,22.112922,70.55431847,0.0607048,0.4805008,43.4216432,40.43832,1.028872,49.8226872,4.08,0.5144444,2.6983956,1294.7514,0.684
92.59817481,6.45747856,8.35826862,15.8833142,162.35596,0.76583,39.05733,111.9791881,0.092612,0.92612,43.52764,138.918,0.92612,61.401756,8.6400002,1.5433334,3.274866,1295.995,0.944
95.72645251,6.45747856,8.35826862,15.8833142,162.35596,0.76583,39.05733,115.7622216,0.092612,0.92612,43.52764,138.918,0.92612,61.401756,5.36,0,3.274866,1297.5072,1.415
99.3210441,6.45747856,8.35826862,15.8833142,162.35596,0.76583,39.05733,120.1091696,0.092612,0.92612,43.52764,138.918,0.92612,61.401756,6.68,0,3.274866,1299.0102,2.466
103.8573922,6.45747856,8.35826862,15.8833142,162.35596,0.76583,39.05733,125.5949859,0.092612,0.92612,43.52764,138.918,0.92612,61.401756,7.16,0.926,3.7349732,1300.446,4.276
107.8949245,6.45747856,8.35826862,15.8833142,162.35596,0.76583,39.05733,130.4775831,0.092612,0.92612,43.52764,138.918,0.92612,61.401756,3.72,0,3.85,1300.986,6.219
112.119687,6.45747856,8.35826862,15.8833142,162.35596,0.76583,39.05733,135.5865982,0.092612,0.92612,43.52764,138.918,0.92612,61.401756,8.2800002,0.4115556,3.85,1300.9856,7.193
27.95552111,0.1703574,1.99922652,3.6745908,45.35829888,0.36636,13.427094,33.8066767,0.22152,0.22152,9.9684,45.278688,0.44304,15.927288,8.52,0,3.5596272,1300.9926,13.007
29.25595623,0.1703574,1.99922652,3.6745908,45.35829888,0.36636,13.427094,35.37929591,0.22152,0.22152,9.9684,45.278688,0.44304,15.927288,11.52,0.6173334,3.5144686,1300.9954,25.515
30.52586257,0.1703574,1.99922652,3.6745908,45.35829888,0.36636,13.427094,36.9149966,0.22152,0.22152,9.9684,45.278688,0.44304,15.927288,11,0.8231112,3.4763512,1300.9932,32.144
31.5760555,0.1703574,1.99922652,3.6745908,45.35829888,0.36636,13.427094,38.18499734,0.22152,0.22152,9.9684,45.278688,0.44304,15.927288,10.72,0,3.444177,1300.9878,36.486
32.69341686,0.1703574,1.99922652,3.6745908,45.35829888,0.36636,13.427094,39.53622504,0.22152,0.22152,9.9684,45.278688,0.44304,15.927288,9.92,0,3.4170196,1300.9832,36.188
33.83236049,0.1703574,1.99922652,3.6745908,45.35829888,0.36636,13.427094,40.91355222,0.22152,0.22152,9.9684,45.278688,0.44304,15.927288,11.2800002,0.2057778,3.3940964,1300.9776,33.999
16.85370322,0.210283416,0.929533752,1.13755296,18.03152093,0.178536,5.3064924,20.3812225,0.2097888,1.9282848,4.4186688,16.489824,0.215904,7.055256,8.9600004,0.926,3.7194342,1300.8824,26.826
12.71179775,0.22026492,0.66211056,0.5032935,11.19982644,0.13158,3.276342,15.37240658,0.206856,2.354976,3.031236,9.292608,0.15912,4.837248,8.4800002,0,3.803801,1300.5044,25.328
13.00016058,0.22026492,0.66211056,0.5032935,11.19982644,0.13158,3.276342,15.72112442,0.206856,2.354976,3.031236,9.292608,0.15912,4.837248,9.52,0,3.803801,1300.0582,24.29
13.36264111,0.22026492,0.66211056,0.5032935,11.19982644,0.13158,3.276342,16.15947297,0.206856,2.354976,3.031236,9.292608,0.15912,4.837248,12,0,3.803801,1299.5372,24.658
13.7436389,0.22026492,0.66211056,0.5032935,11.19982644,0.13158,3.276342,16.62021448,0.206856,2.354976,3.031236,9.292608,0.15912,4.837248,13.76,0,3.803801,1298.966,23.327
14.16292778,0.22026492,0.66211056,0.5032935,11.19982644,0.13158,3.276342,17.1272615,0.206856,2.354976,3.031236,9.292608,0.15912,4.837248,18.44,1.3375556,3.803801,1298.3616,20.762
7.931141562,0.10053486,0.550785108,0.469731828,6.54820512,0.071724,1.8002466,9.591147935,0.1116024,1.1243856,2.4823344,5.0653824,0.086736,2.5732824,18.8,0.7202222,3.5387246,1297.7058,15.902
3.63717269,0.02071482,0.47656814,0.44735738,3.44712424,0.03182,0.816183,4.398441393,0.0481,0.303992,2.1164,2.247232,0.03848,1.063972,17.04,0.3086666,3.362007,1296.964,13.26
3.721061029,0.02071482,0.47656814,0.44735738,3.44712424,0.03182,0.816183,4.499887756,0.0481,0.303992,2.1164,2.247232,0.03848,1.063972,17.56,0,3.362007,1296.1926,10.872
3.799237678,0.02071482,0.47656814,0.44735738,3.44712424,0.03182,0.816183,4.594426959,0.0481,0.303992,2.1164,2.247232,0.03848,1.063972,16.28,0,3.362007,1295.3978,9.167
3.864046426,0.02071482,0.47656814,0.44735738,3.44712424,0.03182,0.816183,4.67280033,0.0481,0.303992,2.1164,2.247232,0.03848,1.063972,20.48,1.8519998,3.362007,1294.5888,8.058
3.935820573,0.02071482,0.47656814,0.44735738,3.44712424,0.03182,0.816183,4.759596972,0.0481,0.303992,2.1164,2.247232,0.03848,1.063972,20.64,0.5144444,3.362007,1293.7526,6.893
3.051132037,0.016267932,0.410503284,0.401924268,2.467555344,0.024252,0.6143238,3.689741068,0.039468,0.2759952,1.4664,2.4415872,0.029328,0.7800312,20.36,0.7202222,2.7016874,1292.88,5.814
1.65553311,0.0095976,0.311406,0.3337746,0.998202,0.0129,0.311535,2.00204004,0.02652,0.234,0.4914,2.73312,0.0156,0.35412,21.36,0.6173334,1.711208,1292.1678,5.014
1.67809521,0.0095976,0.311406,0.3337746,0.998202,0.0129,0.311535,2.02932444,0.02652,0.234,0.4914,2.73312,0.0156,0.35412,20.08,0,1.711208,1291.5002,4.216
1.692763542,0.0095976,0.311406,0.3337746,0.998202,0.0129,0.311535,2.047062888,0.02652,0.234,0.4914,2.73312,0.0156,0.35412,19.12,0,1.711208,1290.8356,3.916
1.705530027,0.0095976,0.311406,0.3337746,0.998202,0.0129,0.311535,2.062501428,0.02652,0.234,0.4914,2.73312,0.0156,0.35412,18.96,0.4115556,1.711208,1290.175,3.49
1.715188902,0.0095976,0.311406,0.3337746,0.998202,0.0129,0.311535,2.074181928,0.02652,0.234,0.4914,2.73312,0.0156,0.35412,19.76,0.5144444,1.711208,1289.4848,3.023
1.63418023,0.009554944,0.275885248,0.279049016,1.003525744,0.012212,0.2963388,1.976217953,0.0230464,0.226096,0.500656,2.3201152,0.014768,0.3441568,22.64,0.7202222,1.6153822,1288.7906,2.608
1.271353618,0.00938432,0.13380224,0.06014668,1.02482072,0.00946,0.235554,1.537450886,0.009152,0.19448,0.53768,0.668096,0.01144,0.304304,18.72,0.7202222,1.232079,1288.1508,2.34
1.271385687,0.00938432,0.13380224,0.06014668,1.02482072,0.00946,0.235554,1.537489668,0.009152,0.19448,0.53768,0.668096,0.01144,0.304304,14.08,0,1.232079,1287.532,2.014
1.262708975,0.00938432,0.13380224,0.06014668,1.02482072,0.00946,0.235554,1.5269969,0.009152,0.19448,0.53768,0.668096,0.01144,0.304304,12.8,0,1.232079,1286.9108,1.819
1.244062369,0.00938432,0.13380224,0.06014668,1.02482072,0.00946,0.235554,1.504447516,0.009152,0.19448,0.53768,0.668096,0.01144,0.304304,12.9200002,0.4115556,1.232079,1286.2748,1.589
1.229213669,0.00938432,0.13380224,0.06014668,1.02482072,0.00946,0.235554,1.486490949,0.009152,0.19448,0.53768,0.668096,0.01144,0.304304,15.32,0.7202222,1.1408074,1285.6236,1.491
1.214404134,0.00938432,0.13380224,0.06014668,1.02482072,0.00946,0.235554,1.468581743,0.009152,0.19448,0.53768,0.668096,0.01144,0.304304,11.36,0,0.0739854,1285.296,1.452
9.672672083,0.05694576,1.15674902,0.53088144,13.62212996,0.07654,1.928808,11.69718484,0.041652,0.957996,2.96192,13.51376,0.09256,2.457468,9.5600004,0.8231112,0.5211382,1285.2862,1.496
9.529305775,0.05694576,1.15674902,0.53088144,13.62212996,0.07654,1.928808,11.52381163,0.041652,0.957996,2.96192,13.51376,0.09256,2.457468,13.2,1.2346666,0.6407608,1285.2762,1.454
9.379705283,0.05694576,1.15674902,0.53088144,13.62212996,0.07654,1.928808,11.34289941,0.041652,0.957996,2.96192,13.51376,0.09256,2.457468,9.6,0,0.6407608,1285.2694,1.27
9.229659329,0.05694576,1.15674902,0.53088144,13.62212996,0.07654,1.928808,11.16144849,0.041652,0.957996,2.96192,13.51376,0.09256,2.457468,10.8400002,0,0.6407568,1285.2648,1.27
9.095530633,0.05694576,1.15674902,0.53088144,13.62212996,0.07654,1.928808,10.99924635,0.041652,0.957996,2.96192,13.51376,0.09256,2.457468,11.28,0,0.6407684,1285.2606,1.132
8.962602849,0.05694576,1.15674902,0.53088144,13.62212996,0.07654,1.928808,10.83849647,0.041652,0.957996,2.96192,13.51376,0.09256,2.457468,9.8,0,0.6407608,1285.26,0.965
12.97530005,0.4540198,1.81562856,1.11848848,17.4352616,0.67596,2.624978,15.69106053,0.061308,2.016352,7.029984,17.901936,0.13624,3.692104,6.8800002,0,1.220796,1285.254,0.811
12.75155166,0.4540198,1.81562856,1.11848848,17.4352616,0.67596,2.624978,15.42048108,0.061308,2.016352,7.029984,17.901936,0.13624,3.692104,4.96,0,1.220826,1285.2394,0.626
12.48541832,0.4540198,1.81562856,1.11848848,17.4352616,0.67596,2.624978,15.09864541,0.061308,2.016352,7.029984,17.901936,0.13624,3.692104,9.84,0.7202222,1.220826,1285.2184,0.483
12.15928565,0.4540198,1.81562856,1.11848848,17.4352616,0.67596,2.624978,14.70425241,0.061308,2.016352,7.029984,17.901936,0.13624,3.692104,3.32,0,1.220856,1285.202,0.384
11.83833195,0.4540198,1.81562856,1.11848848,17.4352616,0.67596,2.624978,14.31612236,0.061308,2.016352,7.029984,17.901936,0.13624,3.692104,2.28,0,1.220826,1285.1894,0.301
11.49887273,0.4540198,1.81562856,1.11848848,17.4352616,0.67596,2.624978,13.90561353,0.061308,2.016352,7.029984,17.901936,0.13624,3.692104,2.56,0,1.220826,1285.1762,0.268
41.85037178,0.6270432,6.3686182,5.5304536,48.911898,4.6354,15.23361,50.60975192,0.22932,3.00664,33.20044,74.4016,0.5096,18.62588,0,0,2.314815,1285.128,0.232
40.64444297,0.6270432,6.3686182,5.5304536,48.911898,4.6354,15.23361,49.15141941,0.22932,3.00664,33.20044,74.4016,0.5096,18.62588,3.44,0.6173334,2.314815,1285.0312,0.369
39.6721299,0.6270432,6.3686182,5.5304536,48.911898,4.6354,15.23361,47.97559894,0.22932,3.00664,33.20044,74.4016,0.5096,18.62588,3.68,1.749111,2.314815,1284.973,0.626
38.56928396,0.6270432,6.3686182,5.5304536,48.911898,4.6354,15.23361,46.64192478,0.22932,3.00664,33.20044,74.4016,0.5096,18.62588,3.4,1.6462222,2.314815,1284.983,0.897
37.48432223,0.6270432,6.3686182,5.5304536,48.911898,4.6354,15.23361,45.32987805,0.22932,3.00664,33.20044,74.4016,0.5096,18.62588,-1.16,0,2.314815,1285.0498,0.947
35.8961752,0.6270432,6.3686182,5.5304536,48.911898,4.6354,15.23361,43.40932814,0.22932,3.00664,33.20044,74.4016,0.5096,18.62588,-8.08,0,2.314815,1285.1608,0.896
35.48681369,1.480963,1.8236257,0.221493,1.150895,0.21715,12.81185,42.91428632,0.2626,5.5146,10.39896,2.626,0.2626,26.26,-3.2,0,3.009259,1285.2694,0.861
34.19137062,1.480963,1.8236257,0.221493,1.150895,0.21715,12.81185,41.34770401,0.2626,5.5146,10.39896,2.626,0.2626,26.26,-6.36,0.4115556,3.009259,1285.3492,0.884
32.77662534,1.480963,1.8236257,0.221493,1.150895,0.21715,12.81185,39.63684925,0.2626,5.5146,10.39896,2.626,0.2626,26.26,-9.32,0.8231112,3.009259,1285.4592,0.828
30.84885016,1.480963,1.8236257,0.221493,1.150895,0.21715,12.81185,37.30558624,0.2626,5.5146,10.39896,2.626,0.2626,26.26,-14.2,0,3.009259,1285.5928,0.706
29.10406728,1.480963,1.8236257,0.221493,1.150895,0.21715,12.81185,35.19561625,0.2626,5.5146,10.39896,2.626,0.2626,26.26,-11.56,0.8231112,3.009259,1285.7494,0.631
28.10089074,1.480963,1.8236257,0.221493,1.150895,0.21715,12.81185,33.98247252,0.2626,5.5146,10.39896,2.626,0.2626,26.26,-1.52,0.926,3.009259,1285.9252,0.562
30.70140366,1.5872031,1.60817076,1.657908,7.39134396,0.24381,10.48383,37.12727884,0.029484,0.235872,19.45944,5.8968,0.29484,27.12528,-2.92,1.028889,1.54321,1286.2746,0.492
29.24273231,1.5872031,1.60817076,1.657908,7.39134396,0.24381,10.48383,35.36330419,0.029484,0.235872,19.45944,5.8968,0.29484,27.12528,-11,0,1.54321,1286.8746,0.322
28.0895354,1.5872031,1.60817076,1.657908,7.39134396,0.24381,10.48383,33.96874048,0.029484,0.235872,19.45944,5.8968,0.29484,27.12528,-3.84,0.4115556,1.54321,1287.4524,0.322
27.59784377,1.5872031,1.60817076,1.657908,7.39134396,0.24381,10.48383,33.37413665,0.029484,0.235872,19.45944,5.8968,0.29484,27.12528,-2.56,1.5433334,1.54321,1288.018,0.323
26.94533019,1.5872031,1.60817076,1.657908,7.39134396,0.24381,10.48383,32.58505046,0.029484,0.235872,19.45944,5.8968,0.29484,27.12528,-9.32,0,1.54321,1288.5512,0.198
26.29760016,1.5872031,1.60817076,1.657908,7.39134396,0.24381,10.48383,31.80174903,0.029484,0.235872,19.45944,5.8968,0.29484,27.12528,-7.36,0,1.54321,1289.0852,0.157
98.2159084,4.4966089,24.1594038,6.24274,58.38798,1.8361,37.64005,118.7727264,0.11102,0.77714,91.36946,33.306,2.2204,98.8078,0.6,2.2635556,2.554278,1290.3598,0.285
98.28456018,4.4966089,24.1594038,6.24274,58.38798,1.8361,37.64005,118.8557472,0.11102,0.77714,91.36946,33.306,2.2204,98.8078,-3.68,0.4115556,2.554278,1292.6226,0.302
96.67259291,4.4966089,24.1594038,6.24274,58.38798,1.8361,37.64005,116.9063914,0.11102,0.77714,91.36946,33.306,2.2204,98.8078,-6.32,0.2057778,2.554278,1294.7298,0.501
96.87785052,4.4966089,24.1594038,6.24274,58.38798,1.8361,37.64005,117.1546099,0.11102,0.77714,91.36946,33.306,2.2204,98.8078,-2.88,1.1317776,2.554278,1296.7184,0.697
96.47881091,4.4966089,24.1594038,6.24274,58.38798,1.8361,37.64005,116.6720504,0.11102,0.77714,91.36946,33.306,2.2204,98.8078,-3.6,0.6173334,2.656696,1298.6726,0.7
136.0957021,8.067124048,25.1130781,15.98854896,159.092432,1.998984,57.147344,164.5808491,0.1529216,1.262768,103.2252,122.8032,2.417376,121.5482528,1.08,0.4115556,3.85,1300.469,0.798
290.8527448,22.34918464,28.92777528,54.9717848,561.91024,2.65052,135.17652,351.7289007,0.320528,3.20528,150.64816,480.792,3.20528,212.510064,0.24,0,3.85,1300.9896,0.97
294.4664108,22.34918464,28.92777528,54.9717848,561.91024,2.65052,135.17652,356.0989153,0.320528,3.20528,150.64816,480.792,3.20528,212.510064,-0.16,0,3.85,1300.998,0.869
303.4155205,22.34918464,28.92777528,54.9717848,561.91024,2.65052,135.17652,366.9210945,0.320528,3.20528,150.64816,480.792,3.20528,212.510064,2.28,0.3086666,3.85,1300.996,1.018
317.2379823,22.34918464,28.92777528,54.9717848,561.91024,2.65052,135.17652,383.6366297,0.320528,3.20528,150.64816,480.792,3.20528,212.510064,4.12,0.2057778,3.85,1301.0004,1.168
334.3855214,22.34918464,28.92777528,54.9717848,561.91024,2.65052,135.17652,404.3731887,0.320528,3.20528,150.64816,480.792,3.20528,212.510064,8.56,1.028889,3.85,1300.9918,1.59
352.5409473,22.34918464,28.92777528,54.9717848,561.91024,2.65052,135.17652,426.3285874,0.320528,3.20528,150.64816,480.792,3.20528,212.510064,4.84,0,3.85,1300.9954,1.465
359.0909803,2.411397,28.2989106,52.013574,642.0435264,5.1858,190.05957,434.2495576,3.1356,3.1356,141.102,640.91664,6.2712,225.44964,6.24,0.2057778,3.85,1300.9974,1.664
374.6328229,2.411397,28.2989106,52.013574,642.0435264,5.1858,190.05957,453.044344,3.1356,3.1356,141.102,640.91664,6.2712,225.44964,6.24,0,3.85,1300.9892,2.242
389.7575197,2.411397,28.2989106,52.013574,642.0435264,5.1858,190.05957,471.334675,3.1356,3.1356,141.102,640.91664,6.2712,225.44964,8.84,0.823111,3.85,1300.987,1.935
406.0055127,2.411397,28.2989106,52.013574,642.0435264,5.1858,190.05957,490.9834107,3.1356,3.1356,141.102,640.91664,6.2712,225.44964,9.1600002,0.6173334,3.85,1300.997,1.88
423.6878461,2.411397,28.2989106,52.013574,642.0435264,5.1858,190.05957,512.3666976,3.1356,3.1356,141.102,640.91664,6.2712,225.44964,8.8000004,0,3.85,1300.9938,1.912
441.2876216,2.411397,28.2989106,52.013574,642.0435264,5.1858,190.05957,533.6501471,3.1356,3.1356,141.102,640.91664,6.2712,225.44964,10.1200004,0,3.85,1301.0008,1.989
171.6639356,2.02557348,10.29888356,13.9290588,206.8806918,1.95908,60.967722,207.5935965,2.076464,17.127344,49.458864,193.29232,2.36912,78.98228,7.12,0.6173334,3.85,1300.9952,1.799
105.0497762,1.9291176,5.7988768,4.40793,98.0899832,1.1524,28.69476,127.0369387,1.81168,20.62528,26.54808,81.38624,1.3936,42.36544,11.72,0,3.85,1300.9884,1.487
109.5236005,1.9291176,5.7988768,4.40793,98.0899832,1.1524,28.69476,132.4471448,1.81168,20.62528,26.54808,81.38624,1.3936,42.36544,13.08,0,3.85,1300.9926,1.898
113.3598133,1.9291176,5.7988768,4.40793,98.0899832,1.1524,28.69476,137.0862859,1.81168,20.62528,26.54808,81.38624,1.3936,42.36544,11.12,0,3.85,1300.991,2.732
117.2020071,1.9291176,5.7988768,4.40793,98.0899832,1.1524,28.69476,141.7326597,1.81168,20.62528,26.54808,81.38624,1.3936,42.36544,13.56,0.5144444,3.85,1300.9872,4.619
121.0840509,1.9291176,5.7988768,4.40793,98.0899832,1.1524,28.69476,146.4272243,1.81168,20.62528,26.54808,81.38624,1.3936,42.36544,17.28,1.8520002,3.85,1300.9896,9.777
73.48479754,0.917098668,5.665831876,4.904346252,63.44039538,0.684388,17.2088322,88.86533656,1.062412,10.3846288,25.479792,48.3337088,0.827632,24.4169848,12.52,0,3.5572042,1300.9452,11.625
41.16581583,0.24241938,5.57713526,5.23529042,40.34067016,0.37238,9.551547,49.78191682,0.5629,3.557528,24.7676,26.298688,0.45032,12.451348,14.88,0,3.362007,1300.622,15.208
42.23018214,0.24241938,5.57713526,5.23529042,40.34067016,0.37238,9.551547,51.06905747,0.5629,3.557528,24.7676,26.298688,0.45032,12.451348,13.92,0,3.362007,1300.2546,16.588
43.17687636,0.24241938,5.57713526,5.23529042,40.34067016,0.37238,9.551547,52.213897,0.5629,3.557528,24.7676,26.298688,0.45032,12.451348,16.2,0.4115556,3.362007,1299.869,16.662
44.101198,0.24241938,5.57713526,5.23529042,40.34067016,0.37238,9.551547,53.3316813,0.5629,3.557528,24.7676,26.298688,0.45032,12.451348,17.4,0,3.362007,1299.4572,15.284
44.94969562,0.24241938,5.57713526,5.23529042,40.34067016,0.37238,9.551547,54.35777145,0.5629,3.557528,24.7676,26.298688,0.45032,12.451348,18.4,0.6173334,3.362007,1299.0476,13.071
34.61547124,0.18947262,4.774596676,4.672087084,28.78282194,0.282596,7.1598354,41.86056987,0.4593784,3.2077968,17.114448,28.3151232,0.341744,9.0950392,16.04,0,2.7016874,1298.6338,11.458
18.45997224,0.11005248,3.5707888,3.82728208,11.4460496,0.14792,3.572268,22.32368736,0.304096,2.6832,5.63472,31.339776,0.17888,4.060576,19.8,0.4115556,1.711208,1298.1892,9.447
18.8172804,0.11005248,3.5707888,3.82728208,11.4460496,0.14792,3.572268,22.75578094,0.304096,2.6832,5.63472,31.339776,0.17888,4.060576,21.48,0.2057778,1.711208,1297.7448,8.208
19.1418435,0.11005248,3.5707888,3.82728208,11.4460496,0.14792,3.572268,23.14827586,0.304096,2.6832,5.63472,31.339776,0.17888,4.060576,23.88,0.926,1.711208,1297.3122,7.178
19.36743481,0.11005248,3.5707888,3.82728208,11.4460496,0.14792,3.572268,23.42108396,0.304096,2.6832,5.63472,31.339776,0.17888,4.060576,18.88,1.4404444,1.711208,1296.887,6.33
19.4176359,0.11005248,3.5707888,3.82728208,11.4460496,0.14792,3.572268,23.48179226,0.304096,2.6832,5.63472,31.339776,0.17888,4.060576,22.36,2.6751114,1.711208,1296.4622,5.01
18.13088791,0.107151872,3.129101056,3.184306176,11.24374733,0.1376,3.337488,21.92572491,0.2619136,2.542592,5.602688,26.4323072,0.1664,3.8681344,18.4,1.0288888,1.6153822,1296.0542,5.003
